product_id,product_name,category,subcategory,brand,cost_price,price,current_stock,reorder_level
PROD00305,The Great Gatsby,Books,Fiction,Penguin,46.96,76.69,50,25
PROD00306,The Lord of the Rings,Books,Fiction,Simon & Schuster,7.09,13.32,90,30
PROD00307,Matilda,Books,Children’s Books,Penguin,38.34,75.61,90,20
PROD00308,The Sandman,Books,Comics & Graphic Novels,Penguin,41.1,79.33,200,50
PROD00309,Biology 101,Books,Educational & Textbooks,Simon & Schuster,49.39,74.54,50,30
PROD00310,HP Spectre x360,Electronics,Laptops & Computers,Sony,715.38,1244.4,200,50
PROD00311,Swimming Goggles,Sports,Water Sports,Spalding,674.1,1231.75,200,100
PROD00312,Green Eggs and Ham,Books,Children’s Books,Random House,10.87,17.28,60,20
PROD00313,Maus,Books,Comics & Graphic Novels,Random House,41.65,70.23,200,30
PROD00314,Cargo Pants,Clothing,Pants & Jeans,H&M,143.62,348.36,300,20
PROD00315,Atomic Habits,Books,Non-Fiction,Simon & Schuster,25.71,39.47,100,50
PROD00316,Stanley Screwdriver Set,Home & Garden,Tools & DIY,Ashley Furniture,234.76,366.22,400,50
PROD00317,Levi's 501 Jeans,Clothing,Pants & Jeans,Zara,102.06,164.4,100,50
PROD00318,To Kill a Mockingbird,Books,Fiction,Scholastic,7.24,12.11,80,50
PROD00319,Becoming,Books,Non-Fiction,Simon & Schuster,42.62,84.61,100,50
PROD00320,Becoming,Books,Non-Fiction,Random House,30.26,59.23,90,30
PROD00321,Vase,Home & Garden,Home Decor,Stanley,1112.17,1810.04,200,50
PROD00322,Biology 101,Books,Educational & Textbooks,Scholastic,39.58,63.15,80,40
PROD00323,Coffee Maker,Home & Garden,Kitchen & Dining,Home Depot,268.85,515.44,100,100
PROD00324,Measuring Tape,Home & Garden,Tools & DIY,Ashley Furniture,466.64,832.25,300,50
PROD00325,Vans Old Skool,Clothing,Footwear,H&M,20.9,37.86,200,60
PROD00326,GoPro Hero 12,Electronics,Cameras & Accessories,Sony,1805.09,3234.61,300,100
PROD00327,Wall Art Painting,Home & Garden,Home Decor,Bosch,114.75,175.93,100,100
PROD00328,Dining Plate Set,Home & Garden,Kitchen & Dining,Bosch,1491.67,2513.72,400,50
PROD00329,Samsung Galaxy Buds 3,Electronics,Audio & Headphones,HP,416.64,749.92,100,150
PROD00330,Table Lamp,Home & Garden,Home Decor,Stanley,1443.91,2080.27,300,150
PROD00331,Calculus Made Easy,Books,Educational & Textbooks,Simon & Schuster,48.95,87.41,100,30
PROD00332,Table Lamp,Home & Garden,Home Decor,Ashley Furniture,435.49,789.79,200,50
PROD00333,Levi's 501 Jeans,Clothing,Pants & Jeans,Nike,191.02,388.47,60,50
PROD00334,Dell XPS 15,Electronics,Laptops & Computers,Fitbit,1909.7,3468.17,100,150
PROD00335,Diary of a Wimpy Kid,Books,Children’s Books,HarperCollins,7.68,12.97,60,30
PROD00336,Kettlebell,Sports,Fitness & Gym Equipment,Spalding,534.66,1054.31,300,50
PROD00337,Bose QuietComfort Ultra,Electronics,Audio & Headphones,Sony,1520.18,2353.75,300,50
PROD00338,Pleated Skirt,Clothing,Dresses & Skirts,Uniqlo,164.06,368.43,100,60
PROD00339,Samsung Galaxy Buds 3,Electronics,Audio & Headphones,Sony,1105.71,2126.25,100,150
PROD00340,Surfboard,Sports,Water Sports,Wilson,346.59,487.19,200,100
PROD00341,Apple Watch Series 9,Electronics,Wearables & Smart Devices,Dell,605.54,926.4,100,100
PROD00342,Diary of a Wimpy Kid,Books,Children’s Books,Scholastic,36.4,65.89,90,20
PROD00343,Curtain Set,Home & Garden,Home Decor,Ashley Furniture,314.06,511.22,400,150
PROD00344,Canon EOS R6,Electronics,Cameras & Accessories,HP,676.08,1253.21,300,50
PROD00345,Sleeping Bag,Sports,Outdoor Sports,Wilson,609.51,1198.53,400,50
PROD00346,Samsung Galaxy S25,Electronics,Smartphones & Tablets,Fitbit,1204.8,1861.81,200,100
PROD00347,Spider-Man: Blue,Books,Comics & Graphic Novels,Penguin,15.05,26.94,90,40
PROD00348,Running Shorts,Sports,Sportswear & Accessories,Adidas,480.66,694.25,200,100
PROD00349,Yoga Pants,Sports,Sportswear & Accessories,Nike,475.17,673.9,400,150
PROD00350,Casual Polo Shirt,Clothing,Shirts & Tops,Nike,120.46,222.4,60,20
PROD00351,Charlotte's Web,Books,Children’s Books,Random House,13.73,25.22,80,30
PROD00352,Lenovo ThinkPad X1,Electronics,Laptops & Computers,Apple,612.76,1012.99,300,50
PROD00353,The Lord of the Rings,Books,Fiction,Scholastic,32.58,56.62,50,40
PROD00354,Sony Alpha A7 IV,Electronics,Cameras & Accessories,Bose,1256.21,2196.43,500,150
PROD00355,Engineering Mechanics,Books,Educational & Textbooks,HarperCollins,16.74,33.41,90,25
PROD00356,The Great Gatsby,Books,Fiction,Scholastic,21.34,39.72,90,50
PROD00357,Surfboard,Sports,Water Sports,Adidas,274.0,476.51,300,50
PROD00358,Google Pixel 9 Pro,Electronics,Smartphones & Tablets,Sony,1352.99,2079.09,300,100
PROD00359,Cricket Bat,Sports,Team Sports,Nike,551.56,1002.72,300,150
PROD00360,Introduction to Psychology,Books,Educational & Textbooks,Penguin,40.11,79.36,80,25
PROD00361,Fujifilm X-T5,Electronics,Cameras & Accessories,Samsung,493.18,971.47,100,50
PROD00362,The Great Gatsby,Books,Fiction,Penguin,7.24,10.91,90,20
PROD00363,Area Rug,Home & Garden,Home Decor,Wayfair,1361.96,2075.27,200,150
PROD00364,Summer Maxi Dress,Clothing,Dresses & Skirts,Zara,156.18,319.43,50,40
PROD00365,Blazer Jacket,Clothing,Jackets & Outerwear,Zara,55.48,112.29,50,40
PROD00366,The Power of Habit,Books,Non-Fiction,Simon & Schuster,29.3,53.74,70,30
PROD00367,Hammock,Home & Garden,Outdoor & Patio,Bosch,1130.88,2132.04,100,50
PROD00368,Stanley Screwdriver Set,Home & Garden,Tools & DIY,Home Depot,303.43,590.53,400,100
PROD00369,The Lord of the Rings,Books,Fiction,Simon & Schuster,28.98,57.07,70,30
PROD00370,Blazer Jacket,Clothing,Jackets & Outerwear,Uniqlo,117.84,213.06,300,40
PROD00371,Vans Old Skool,Clothing,Footwear,Zara,30.42,61.74,60,30
PROD00372,Levi's 501 Jeans,Clothing,Pants & Jeans,H&M,123.25,196.47,60,50
PROD00373,Formal Blue Shirt,Clothing,Shirts & Tops,Puma,23.78,39.71,200,60
PROD00374,Biology 101,Books,Educational & Textbooks,Simon & Schuster,12.36,20.5,60,25
PROD00375,Maus,Books,Comics & Graphic Novels,HarperCollins,5.31,8.77,200,40
PROD00376,Sports T-Shirt,Sports,Sportswear & Accessories,Spalding,379.84,735.15,300,50
PROD00377,To Kill a Mockingbird,Books,Fiction,HarperCollins,34.67,57.27,50,30
PROD00378,Sony Alpha A7 IV,Electronics,Cameras & Accessories,Samsung,1200.28,2132.53,300,150
PROD00379,Office Chair,Home & Garden,Furniture,Home Depot,507.01,837.02,200,100
PROD00380,Cocktail Dress,Clothing,Dresses & Skirts,Uniqlo,111.0,215.11,60,50
PROD00381,Adidas Ultraboost,Clothing,Footwear,Uniqlo,180.42,322.69,100,40
PROD00382,Pencil Skirt,Clothing,Dresses & Skirts,Nike,133.56,238.7,300,20
PROD00383,Swimming Goggles,Sports,Water Sports,Spalding,482.59,693.59,400,100
PROD00384,Apple Watch Series 9,Electronics,Wearables & Smart Devices,Canon,1927.13,2939.25,500,100
PROD00385,Sapiens,Books,Non-Fiction,Simon & Schuster,41.42,64.42,90,25
PROD00386,Sony WH-1000XM5,Electronics,Audio & Headphones,Canon,327.91,561.8,500,150
PROD00387,Hammock,Home & Garden,Outdoor & Patio,Ashley Furniture,53.9,71.21,300,100
PROD00388,The Great Gatsby,Books,Fiction,HarperCollins,28.04,44.61,200,30
PROD00389,Resistance Bands,Sports,Fitness & Gym Equipment,Puma,367.26,618.79,200,150
PROD00390,Office Chair,Home & Garden,Furniture,Stanley,663.17,1093.61,100,100
PROD00391,Adidas Ultraboost,Clothing,Footwear,H&M,63.34,123.94,200,50
PROD00392,Samsung Galaxy Watch 6,Electronics,Wearables & Smart Devices,Google,752.98,1217.49,400,100
PROD00393,Calculus Made Easy,Books,Educational & Textbooks,Penguin,14.24,22.95,70,50
PROD00394,Becoming,Books,Non-Fiction,Simon & Schuster,23.86,44.94,60,25
PROD00395,Patio Furniture Set,Home & Garden,Outdoor & Patio,Stanley,893.93,1673.78,400,150
PROD00396,Curtain Set,Home & Garden,Home Decor,IKEA,384.94,522.58,200,100
PROD00397,Cocktail Dress,Clothing,Dresses & Skirts,Levi's,140.87,219.28,50,50
PROD00398,Surfboard,Sports,Water Sports,Decathlon,81.53,141.69,200,50
PROD00399,Swimming Goggles,Sports,Water Sports,Spalding,749.86,1468.28,300,100
PROD00400,Table Lamp,Home & Garden,Home Decor,Stanley,1085.86,1753.28,100,150
PROD00401,Fitbit Charge 6,Electronics,Wearables & Smart Devices,Fitbit,1607.77,2611.42,500,100
PROD00402,Sapiens,Books,Non-Fiction,Simon & Schuster,28.54,43.66,200,40
PROD00403,Calculus Made Easy,Books,Educational & Textbooks,Scholastic,15.06,23.63,70,25
PROD00404,MacBook Pro 16,Electronics,Laptops & Computers,Bose,860.2,1454.69,400,50
PROD00405,Sony WH-1000XM5,Electronics,Audio & Headphones,Canon,1930.84,3597.34,200,100
PROD00406,Canon EOS R6,Electronics,Cameras & Accessories,Bose,1693.75,3195.18,400,50
PROD00407,Exercise Bike,Sports,Fitness & Gym Equipment,Spalding,516.08,907.21,300,150
PROD00408,Green Eggs and Ham,Books,Children’s Books,Penguin,27.65,47.45,60,20
PROD00409,Educated,Books,Non-Fiction,Random House,20.31,32.0,90,30
PROD00410,Batman: Year One,Books,Comics & Graphic Novels,Penguin,10.92,17.73,200,30
PROD00411,Treadmill,Sports,Fitness & Gym Equipment,Puma,28.99,56.28,300,50
PROD00412,Kettlebell,Sports,Fitness & Gym Equipment,Wilson,234.32,373.17,100,150
PROD00413,Swimming Goggles,Sports,Water Sports,Nike,434.07,809.1,200,100
PROD00414,Microwave Oven,Home & Garden,Kitchen & Dining,Ashley Furniture,430.16,616.22,400,50
PROD00415,Surfboard,Sports,Water Sports,Nike,355.23,568.91,300,100
PROD00416,Cocktail Dress,Clothing,Dresses & Skirts,Levi's,76.23,173.25,200,40
PROD00417,Asus ROG Zephyrus,Electronics,Laptops & Computers,Samsung,1405.18,2245.84,500,100
PROD00418,Kettlebell,Sports,Fitness & Gym Equipment,Spalding,622.0,1240.02,300,50
PROD00419,IKEA Dining Table,Home & Garden,Furniture,Bosch,1270.22,2179.12,100,100
PROD00420,Converse Chuck Taylor,Clothing,Footwear,Levi's,72.92,145.26,200,50
PROD00421,Bosch Drill Machine,Home & Garden,Tools & DIY,Home Depot,1249.55,1808.09,400,50
PROD00422,Samsung Galaxy Buds 3,Electronics,Audio & Headphones,Google,1707.0,3063.74,300,50
PROD00423,Sports T-Shirt,Sports,Sportswear & Accessories,Adidas,719.25,1021.13,200,100
PROD00424,The Great Gatsby,Books,Fiction,Penguin,31.58,52.88,70,50
PROD00425,Stanley Screwdriver Set,Home & Garden,Tools & DIY,Wayfair,409.85,697.63,200,150
PROD00426,Cookware Set,Home & Garden,Kitchen & Dining,IKEA,1242.24,2271.58,400,150
PROD00427,The Gruffalo,Books,Children’s Books,HarperCollins,12.42,22.01,50,25
PROD00428,Yoga Pants,Sports,Sportswear & Accessories,Adidas,719.72,1129.47,200,50
PROD00429,Cordless Saw,Home & Garden,Tools & DIY,Bosch,1001.91,1496.21,400,150
PROD00430,Area Rug,Home & Garden,Home Decor,Ashley Furniture,213.88,340.65,400,50
PROD00431,Diary of a Wimpy Kid,Books,Children’s Books,Simon & Schuster,39.53,78.59,90,50
PROD00432,Nikon Z8,Electronics,Cameras & Accessories,Dell,1026.66,1947.6,200,50
PROD00433,Bosch Drill Machine,Home & Garden,Tools & DIY,IKEA,158.48,313.89,400,50
PROD00434,Maus,Books,Comics & Graphic Novels,Simon & Schuster,40.42,79.51,100,40
PROD00435,Jogger Pants,Clothing,Pants & Jeans,Adidas,163.3,293.29,50,60
PROD00436,Life Jacket,Sports,Water Sports,Puma,337.35,628.19,300,100
PROD00437,Maus,Books,Comics & Graphic Novels,HarperCollins,34.26,58.06,70,20
PROD00438,Hammock,Home & Garden,Outdoor & Patio,Ashley Furniture,1338.11,2583.17,300,50
PROD00439,Dell XPS 15,Electronics,Laptops & Computers,Fitbit,1259.28,2198.39,200,100
PROD00440,Biology 101,Books,Educational & Textbooks,Random House,28.68,50.47,70,25
PROD00441,Sony WH-1000XM5,Electronics,Audio & Headphones,Fitbit,625.96,1026.03,400,50
PROD00442,Hiking Backpack,Sports,Outdoor Sports,Puma,586.36,1020.06,300,100
PROD00443,Tent,Sports,Outdoor Sports,Nike,438.95,623.16,100,150
PROD00444,Canon EOS R6,Electronics,Cameras & Accessories,Google,1168.84,2019.63,500,100
PROD00445,Maus,Books,Comics & Graphic Novels,Scholastic,49.34,80.44,50,30
PROD00446,Training Jacket,Sports,Sportswear & Accessories,Adidas,519.31,891.6,200,50
PROD00447,Coffee Maker,Home & Garden,Kitchen & Dining,Home Depot,814.42,1224.59,400,150
PROD00448,The Power of Habit,Books,Non-Fiction,HarperCollins,35.57,55.06,60,30
PROD00449,Blazer Jacket,Clothing,Jackets & Outerwear,Zara,131.82,276.76,50,40
PROD00450,AirPods Pro 2,Electronics,Audio & Headphones,HP,1659.79,3125.25,300,150
PROD00451,Denim Jacket,Clothing,Jackets & Outerwear,Levi's,67.98,127.67,300,30
PROD00452,Cordless Saw,Home & Garden,Tools & DIY,Stanley,403.53,720.97,200,100
PROD00453,Nike Air Force 1,Clothing,Footwear,Puma,67.48,105.76,300,30
PROD00454,OnePlus 12,Electronics,Smartphones & Tablets,Apple,537.61,1018.38,200,150
PROD00455,Converse Chuck Taylor,Clothing,Footwear,Levi's,130.02,244.17,100,30
PROD00456,Introduction to Psychology,Books,Educational & Textbooks,Scholastic,48.03,86.9,90,40
PROD00457,Sony Alpha A7 IV,Electronics,Cameras & Accessories,HP,1364.67,2445.0,100,150
PROD00458,Leather Jacket,Clothing,Jackets & Outerwear,Zara,125.37,249.08,60,20
PROD00459,Dumbbell Set,Sports,Fitness & Gym Equipment,Decathlon,386.34,760.34,200,50
PROD00460,Tent,Sports,Outdoor Sports,Adidas,372.24,644.31,200,100
PROD00461,Patio Furniture Set,Home & Garden,Outdoor & Patio,IKEA,1354.91,2280.09,400,150
PROD00462,Oura Ring Gen3,Electronics,Wearables & Smart Devices,Bose,481.93,943.56,200,150
PROD00463,Samsung Galaxy S25,Electronics,Smartphones & Tablets,Dell,1984.72,3377.45,200,150
PROD00464,MacBook Pro 16,Electronics,Laptops & Computers,Samsung,1671.97,3044.55,100,50
PROD00465,Sofa Set,Home & Garden,Furniture,Wayfair,1299.88,2237.4,100,100
PROD00466,Bose QuietComfort Ultra,Electronics,Audio & Headphones,Google,367.91,606.77,400,150
PROD00467,Classic White Shirt,Clothing,Shirts & Tops,Levi's,50.68,83.91,60,40
PROD00468,Dell XPS 15,Electronics,Laptops & Computers,Bose,301.51,457.99,200,50
PROD00469,Biology 101,Books,Educational & Textbooks,Random House,49.85,75.78,200,25
PROD00470,Asus ROG Zephyrus,Electronics,Laptops & Computers,Sony,1352.87,2363.4,300,100
PROD00471,MacBook Pro 16,Electronics,Laptops & Computers,Fitbit,1073.14,2021.03,400,150
PROD00472,Graphic T-Shirt,Clothing,Shirts & Tops,Levi's,80.21,185.22,60,50
PROD00473,Bosch Drill Machine,Home & Garden,Tools & DIY,Ashley Furniture,1373.51,2135.73,400,50
PROD00474,Swimming Goggles,Sports,Water Sports,Decathlon,487.07,817.21,100,100
PROD00475,Samsung Galaxy S25,Electronics,Smartphones & Tablets,Canon,1974.78,3898.65,200,150
PROD00476,Hammock,Home & Garden,Outdoor & Patio,Wayfair,338.37,516.78,100,150
PROD00477,Casual Polo Shirt,Clothing,Shirts & Tops,Adidas,153.92,254.67,60,20
PROD00478,Life Jacket,Sports,Water Sports,Decathlon,370.89,604.76,100,50
PROD00479,Snorkel Set,Sports,Water Sports,Wilson,256.09,385.31,400,50
PROD00480,The Sandman,Books,Comics & Graphic Novels,Scholastic,40.4,62.17,70,30
PROD00481,Sony WH-1000XM5,Electronics,Audio & Headphones,Fitbit,1189.84,2045.11,500,150
PROD00482,Resistance Bands,Sports,Fitness & Gym Equipment,Wilson,409.53,578.27,400,150
PROD00483,Pencil Skirt,Clothing,Dresses & Skirts,Puma,51.05,121.88,50,30
PROD00484,Mountain Bike,Sports,Outdoor Sports,Puma,527.49,1031.74,400,100
PROD00485,Treadmill,Sports,Fitness & Gym Equipment,Decathlon,303.03,471.55,300,50
PROD00486,Snorkel Set,Sports,Water Sports,Spalding,256.58,444.37,300,100
PROD00487,Toolbox Kit,Home & Garden,Tools & DIY,Wayfair,851.56,1185.81,400,150
PROD00488,Spider-Man: Blue,Books,Comics & Graphic Novels,HarperCollins,15.97,30.98,70,20
PROD00489,Blender,Home & Garden,Kitchen & Dining,Stanley,452.13,697.6,400,100
PROD00490,To Kill a Mockingbird,Books,Fiction,HarperCollins,9.78,18.04,80,20
PROD00491,Snorkel Set,Sports,Water Sports,Spalding,22.93,43.92,400,50
PROD00492,Kayak,Sports,Water Sports,Wilson,485.68,800.37,100,150
PROD00493,Curtain Set,Home & Garden,Home Decor,Ashley Furniture,240.5,441.45,400,100
PROD00494,Bose QuietComfort Ultra,Electronics,Audio & Headphones,Sony,1888.06,3039.29,500,150
PROD00495,The Power of Habit,Books,Non-Fiction,Penguin,28.39,47.11,200,30
PROD00496,IKEA Dining Table,Home & Garden,Furniture,Stanley,751.8,1211.59,100,100
PROD00497,Sports T-Shirt,Sports,Sportswear & Accessories,Nike,575.92,1124.14,300,100
PROD00498,Mountain Bike,Sports,Outdoor Sports,Adidas,793.76,1471.48,100,50
PROD00499,Vans Old Skool,Clothing,Footwear,Puma,117.76,200.62,100,50
PROD00500,OnePlus 12,Electronics,Smartphones & Tablets,HP,542.65,903.76,400,100
PROD00501,Blazer Jacket,Clothing,Jackets & Outerwear,Levi's,152.17,297.1,300,50
PROD00502,Beats Studio Pro,Electronics,Audio & Headphones,Fitbit,341.11,573.89,400,100
PROD00503,Casual Polo Shirt,Clothing,Shirts & Tops,Zara,26.3,52.7,300,40
PROD00504,Evening Gown,Clothing,Dresses & Skirts,Nike,66.95,136.3,200,30
PROD00505,HP Spectre x360,Electronics,Laptops & Computers,Fitbit,1525.69,2890.32,100,150
PROD00506,Sweatband,Sports,Sportswear & Accessories,Puma,530.99,830.67,400,50
PROD00507,Asus ROG Zephyrus,Electronics,Laptops & Computers,Samsung,1851.53,3606.53,300,150
PROD00508,Asus ROG Zephyrus,Electronics,Laptops & Computers,Google,854.54,1688.19,500,50
PROD00509,Cricket Bat,Sports,Team Sports,Adidas,643.25,914.63,300,150
PROD00510,Samsung Galaxy Buds 3,Electronics,Audio & Headphones,Google,733.79,1235.19,300,50
PROD00511,Casual Polo Shirt,Clothing,Shirts & Tops,Levi's,58.72,142.76,60,40
PROD00512,iPad Pro 12.9,Electronics,Smartphones & Tablets,Fitbit,434.16,713.61,200,50
PROD00513,Toolbox Kit,Home & Garden,Tools & DIY,Wayfair,501.64,904.48,300,50
PROD00514,Converse Chuck Taylor,Clothing,Footwear,Uniqlo,113.24,270.91,60,60
PROD00515,Sweatband,Sports,Sportswear & Accessories,Wilson,217.98,344.24,200,50
PROD00516,Sapiens,Books,Non-Fiction,Penguin,27.06,41.29,100,30
PROD00517,Yoga Pants,Sports,Sportswear & Accessories,Wilson,756.02,1172.95,300,100
PROD00518,Hammock,Home & Garden,Outdoor & Patio,Bosch,596.53,1173.27,400,50
PROD00519,Converse Chuck Taylor,Clothing,Footwear,Nike,34.15,52.1,60,50
PROD00520,Wall Art Painting,Home & Garden,Home Decor,Ashley Furniture,314.43,550.16,300,150
PROD00521,Vase,Home & Garden,Home Decor,Wayfair,280.01,484.51,100,50
PROD00522,Garmin Fenix 7,Electronics,Wearables & Smart Devices,Canon,1182.02,2206.95,400,100
PROD00523,Snorkel Set,Sports,Water Sports,Nike,763.11,1088.82,100,100
PROD00524,Google Pixel 9 Pro,Electronics,Smartphones & Tablets,Google,1582.34,2385.47,300,50
PROD00525,Vase,Home & Garden,Home Decor,Wayfair,370.21,669.11,200,100
PROD00526,Lenovo ThinkPad X1,Electronics,Laptops & Computers,Sony,1990.42,3897.11,500,50
PROD00527,Kayak,Sports,Water Sports,Adidas,340.82,505.67,400,150
PROD00528,Becoming,Books,Non-Fiction,HarperCollins,12.94,25.45,70,25
PROD00529,Tent,Sports,Outdoor Sports,Nike,352.71,628.83,300,100
PROD00530,Bose QuietComfort Ultra,Electronics,Audio & Headphones,Samsung,1550.08,2329.45,200,100
PROD00531,Sleeping Bag,Sports,Outdoor Sports,Wilson,226.98,425.9,300,150
PROD00532,Educated,Books,Non-Fiction,Scholastic,28.05,50.48,200,20
PROD00533,Leather Jacket,Clothing,Jackets & Outerwear,H&M,57.46,123.23,200,50
PROD00534,Nike Air Force 1,Clothing,Footwear,Puma,90.86,210.1,100,20
PROD00535,AirPods Pro 2,Electronics,Audio & Headphones,Sony,1566.05,2443.88,300,150
PROD00536,Windbreaker,Clothing,Jackets & Outerwear,Uniqlo,114.29,195.74,100,20
PROD00537,Dell XPS 15,Electronics,Laptops & Computers,Fitbit,1691.64,2656.9,100,100
PROD00538,The Power of Habit,Books,Non-Fiction,HarperCollins,14.48,23.6,200,25
PROD00539,Bosch Drill Machine,Home & Garden,Tools & DIY,IKEA,334.57,591.86,300,100
PROD00540,To Kill a Mockingbird,Books,Fiction,Random House,5.7,8.59,90,40
PROD00541,Training Jacket,Sports,Sportswear & Accessories,Puma,773.9,1428.58,200,50
PROD00542,Life Jacket,Sports,Water Sports,Spalding,150.02,252.3,200,100
PROD00543,Pleated Skirt,Clothing,Dresses & Skirts,Uniqlo,83.92,169.72,300,60
PROD00544,Table Lamp,Home & Garden,Home Decor,Wayfair,679.27,1323.22,200,150
PROD00545,IKEA Dining Table,Home & Garden,Furniture,IKEA,1168.76,1591.93,400,50
PROD00546,Biology 101,Books,Educational & Textbooks,Simon & Schuster,33.15,60.68,100,20
PROD00547,Google Pixel 9 Pro,Electronics,Smartphones & Tablets,Bose,1033.04,1603.88,400,100
PROD00548,Lenovo ThinkPad X1,Electronics,Laptops & Computers,Samsung,1480.48,2286.11,300,100
PROD00549,Snorkel Set,Sports,Water Sports,Nike,557.77,908.92,200,150
PROD00550,Training Jacket,Sports,Sportswear & Accessories,Adidas,218.19,414.8,100,150
PROD00551,Bosch Drill Machine,Home & Garden,Tools & DIY,IKEA,1439.53,1896.74,200,150
PROD00552,Sleeping Bag,Sports,Outdoor Sports,Wilson,262.22,456.52,400,50
PROD00553,Bosch Drill Machine,Home & Garden,Tools & DIY,IKEA,489.7,701.83,100,100
PROD00554,Wilson Basketball,Sports,Team Sports,Nike,476.09,910.18,200,150
PROD00555,Mountain Bike,Sports,Outdoor Sports,Adidas,27.13,44.33,200,100
PROD00556,Winter Parka,Clothing,Jackets & Outerwear,Zara,117.64,280.23,100,20
PROD00557,Cargo Pants,Clothing,Pants & Jeans,Nike,135.5,266.29,50,50
PROD00558,Fitbit Charge 6,Electronics,Wearables & Smart Devices,HP,577.13,892.73,500,150
PROD00559,Fitbit Charge 6,Electronics,Wearables & Smart Devices,Apple,1782.19,3004.51,200,100
PROD00560,Calculus Made Easy,Books,Educational & Textbooks,Simon & Schuster,10.85,20.94,70,50
PROD00561,Pencil Skirt,Clothing,Dresses & Skirts,Levi's,178.58,306.71,50,60
PROD00562,Samsung Galaxy S25,Electronics,Smartphones & Tablets,Fitbit,902.97,1766.34,300,100
PROD00563,iPad Pro 12.9,Electronics,Smartphones & Tablets,Fitbit,774.48,1175.17,100,100
PROD00564,Spider-Man: Blue,Books,Comics & Graphic Novels,Scholastic,21.18,36.65,70,50
PROD00565,Spider-Man: Blue,Books,Comics & Graphic Novels,Random House,8.31,16.32,90,25
PROD00566,Lenovo ThinkPad X1,Electronics,Laptops & Computers,Fitbit,1687.77,2831.05,400,150
PROD00567,The Great Gatsby,Books,Fiction,Penguin,10.71,17.34,100,50
PROD00568,Cookware Set,Home & Garden,Kitchen & Dining,IKEA,189.58,292.67,300,50
PROD00569,OnePlus 12,Electronics,Smartphones & Tablets,HP,1356.72,2551.44,300,50
PROD00570,Garden Umbrella,Home & Garden,Outdoor & Patio,Home Depot,381.63,533.04,100,150
PROD00571,Microwave Oven,Home & Garden,Kitchen & Dining,Bosch,968.9,1474.42,100,50
PROD00572,Summer Maxi Dress,Clothing,Dresses & Skirts,H&M,72.02,143.76,300,30
PROD00573,Fujifilm X-T5,Electronics,Cameras & Accessories,Dell,1831.64,2912.07,400,150
PROD00574,Camping Stove,Sports,Outdoor Sports,Adidas,669.54,1238.61,100,50
PROD00575,Canon EOS R6,Electronics,Cameras & Accessories,Fitbit,1128.66,1984.42,300,150
PROD00576,Mountain Bike,Sports,Outdoor Sports,Wilson,71.95,101.77,200,100
PROD00577,Wooden Bed Frame,Home & Garden,Furniture,Wayfair,603.73,1136.44,400,50
PROD00578,AirPods Pro 2,Electronics,Audio & Headphones,Dell,1175.24,1830.29,100,150
PROD00579,Resistance Bands,Sports,Fitness & Gym Equipment,Decathlon,61.02,92.34,300,50
PROD00580,The Sandman,Books,Comics & Graphic Novels,Random House,44.84,74.97,60,40
PROD00581,Beats Studio Pro,Electronics,Audio & Headphones,HP,678.77,1145.2,500,150
PROD00582,Sleeping Bag,Sports,Outdoor Sports,Puma,386.74,565.4,300,150
PROD00583,Bookshelf,Home & Garden,Furniture,Wayfair,1191.4,1749.27,200,150
PROD00584,Stanley Screwdriver Set,Home & Garden,Tools & DIY,Stanley,178.86,259.33,100,100
PROD00585,Blazer Jacket,Clothing,Jackets & Outerwear,H&M,66.82,141.06,300,60
PROD00586,Evening Gown,Clothing,Dresses & Skirts,Uniqlo,77.1,154.84,50,30
PROD00587,Samsung Galaxy Buds 3,Electronics,Audio & Headphones,Google,1599.68,2466.18,300,50
PROD00588,Introduction to Psychology,Books,Educational & Textbooks,Scholastic,48.95,95.87,200,30
PROD00589,Swimming Goggles,Sports,Water Sports,Decathlon,665.54,1269.1,200,50
PROD00590,Blazer Jacket,Clothing,Jackets & Outerwear,Adidas,139.28,328.79,300,50
PROD00591,Kayak,Sports,Water Sports,Wilson,701.93,1031.89,400,100
PROD00592,Graphic T-Shirt,Clothing,Shirts & Tops,Puma,181.84,316.53,300,60
PROD00593,Becoming,Books,Non-Fiction,Penguin,43.15,73.29,200,20
PROD00594,OnePlus 12,Electronics,Smartphones & Tablets,Bose,1877.49,3138.51,300,150
PROD00595,Table Lamp,Home & Garden,Home Decor,Home Depot,1475.2,2897.09,400,50
PROD00596,Mountain Bike,Sports,Outdoor Sports,Decathlon,449.36,820.35,100,100
PROD00597,Slim Fit Jeans,Clothing,Pants & Jeans,Puma,152.01,287.13,300,30
PROD00598,The Alchemist,Books,Fiction,Random House,26.01,46.25,200,50
PROD00599,Vase,Home & Garden,Home Decor,Ashley Furniture,546.48,758.61,100,50
PROD00600,Denim Shirt,Clothing,Shirts & Tops,Uniqlo,160.5,393.33,60,30
PROD00601,Engineering Mechanics,Books,Educational & Textbooks,HarperCollins,37.96,70.08,90,40
PROD00602,Mountain Bike,Sports,Outdoor Sports,Decathlon,364.04,652.63,200,150
PROD00603,Wilson Basketball,Sports,Team Sports,Spalding,642.8,1264.51,200,50
PROD00604,The Alchemist,Books,Fiction,Random House,13.99,22.52,70,30
PROD00605,BBQ Grill,Home & Garden,Outdoor & Patio,IKEA,1205.76,1694.8,100,100
